timestamp,location,car_count,truck_count,bus_count,weather,accident_reported
2024-01-01 14:45:00,2nd Ave,52,9,3,Cloudy,0
2024-01-01 15:00:00,2nd Ave,34,13,5,Clear,0
2024-01-01 15:15:00,Maple Dr,61,11,7,Cloudy,0
2024-01-01 15:30:00,Cedar Ln,41,12,6,Snow,0
2024-01-01 15:45:00,Main St,54,18,1,Fog,0
2024-01-01 16:00:00,2nd Ave,44,15,2,Snow,0
2024-01-01 16:15:00,Elm Ave,47,12,2,Clear,0
2024-01-01 16:30:00,Main St,53,16,4,Snow,0
2024-01-01 16:45:00,Main St,39,13,4,Cloudy,0
2024-01-01 17:00:00,2nd Ave,46,19,12,Cloudy,0
2024-01-01 17:15:00,Main St,54,18,3,Cloudy,0
2024-01-01 17:30:00,Oak Rd,50,12,4,Fog,0
2024-01-01 17:45:00,Pine St,53,11,9,Clear,0
2024-01-01 18:00:00,Pine St,54,23,6,Rain,0
2024-01-01 18:15:00,Main St,64,13,4,Rain,0
2024-01-01 18:30:00,Maple Dr,47,16,5,Clear,0
2024-01-01 18:45:00,Pine St,45,10,0,Clear,0
2024-01-01 19:00:00,Cedar Ln,57,14,9,Clear,0
2024-01-01 19:15:00,Maple Dr,51,9,4,Fog,0
2024-01-01 19:30:00,Main St,39,9,3,Clear,0
2024-01-01 19:45:00,Cedar Ln,61,16,4,Clear,0
2024-01-01 20:00:00,Cedar Ln,47,18,9,Cloudy,0
2024-01-01 20:15:00,5th Blvd,60,14,6,Rain,0
2024-01-01 20:30:00,2nd Ave,53,10,5,Snow,0
2024-01-01 20:45:00,2nd Ave,52,18,4,Rain,0
2024-01-01 21:00:00,Cedar Ln,39,10,5,Rain,0
2024-01-01 21:15:00,Pine St,51,16,5,Rain,0
2024-01-01 21:30:00,Main St,53,11,6,Cloudy,0
2024-01-01 21:45:00,2nd Ave,55,18,3,Fog,0
2024-01-01 22:00:00,2nd Ave,46,16,4,Cloudy,0
2024-01-01 22:15:00,Maple Dr,53,22,1,Fog,0
2024-01-01 22:30:00,Elm Ave,53,18,2,Cloudy,0
2024-01-01 22:45:00,Elm Ave,39,15,4,Snow,0
2024-01-01 23:00:00,Main St,45,15,4,Rain,0
2024-01-01 23:15:00,Cedar Ln,60,14,6,Cloudy,0
2024-01-01 23:30:00,Pine St,57,16,3,Fog,0
2024-01-01 23:45:00,5th Blvd,52,20,6,Cloudy,0
2024-01-02 00:00:00,2nd Ave,43,13,5,Clear,0
2024-01-02 00:15:00,Cedar Ln,45,14,0,Clear,0
2024-01-02 00:30:00,Main St,53,19,3,Snow,0
2024-01-02 00:45:00,5th Blvd,62,16,3,Cloudy,0
2024-01-02 01:00:00,Elm Ave,48,14,8,Clear,0
2024-01-02 01:15:00,5th Blvd,45,25,5,Rain,0
2024-01-02 01:30:00,5th Blvd,58,17,6,Clear,0
2024-01-02 01:45:00,Cedar Ln,42,19,5,Rain,0
2024-01-02 02:00:00,Pine St,64,15,2,Clear,0
2024-01-02 02:15:00,Oak Rd,51,9,7,Clear,0
2024-01-02 02:30:00,Main St,41,8,4,Fog,0
2024-01-02 02:45:00,2nd Ave,60,16,6,Rain,0
2024-01-02 03:00:00,Maple Dr,54,18,6,Clear,0
2024-01-02 03:15:00,Cedar Ln,47,21,6,Fog,0
2024-01-02 03:30:00,Cedar Ln,57,16,6,Clear,0
2024-01-02 03:45:00,Maple Dr,50,13,5,Snow,0
2024-01-02 04:00:00,Maple Dr,57,15,5,Rain,0
2024-01-02 04:15:00,2nd Ave,54,17,7,Clear,0
2024-01-02 04:30:00,Pine St,60,12,5,Clear,0
2024-01-02 04:45:00,Oak Rd,47,11,7,Cloudy,0
2024-01-02 05:00:00,2nd Ave,52,11,5,Fog,0
2024-01-02 05:15:00,Oak Rd,49,14,7,Fog,1
2024-01-02 05:30:00,Pine St,45,18,7,Clear,0
2024-01-02 05:45:00,Main St,29,14,4,Fog,0
2024-01-02 06:00:00,Elm Ave,57,14,7,Cloudy,0
2024-01-02 06:15:00,5th Blvd,41,14,3,Snow,0
2024-01-02 06:30:00,Main St,56,15,5,Cloudy,0
2024-01-02 06:45:00,5th Blvd,53,13,11,Snow,0
2024-01-02 07:00:00,Cedar Ln,34,14,4,Fog,0
2024-01-02 07:15:00,2nd Ave,51,19,4,Clear,0
2024-01-02 07:30:00,Oak Rd,50,17,6,Snow,0
2024-01-02 07:45:00,Maple Dr,57,24,4,Fog,0
2024-01-02 08:00:00,Maple Dr,49,16,5,Fog,0
2024-01-02 08:15:00,5th Blvd,58,14,7,Rain,0
2024-01-02 08:30:00,5th Blvd,48,21,4,Rain,1
2024-01-02 08:45:00,Maple Dr,42,10,3,Fog,0
2024-01-02 09:00:00,5th Blvd,51,18,7,Fog,0
2024-01-02 09:15:00,2nd Ave,53,15,2,Cloudy,0
2024-01-02 09:30:00,Elm Ave,51,14,1,Snow,0
2024-01-02 09:45:00,Oak Rd,48,14,2,Clear,0
2024-01-02 10:00:00,5th Blvd,47,12,3,Cloudy,0
2024-01-02 10:15:00,Maple Dr,33,8,2,Rain,0
2024-01-02 10:30:00,Oak Rd,59,16,8,Clear,0
2024-01-02 10:45:00,Maple Dr,49,14,2,Snow,0
2024-01-02 11:00:00,Oak Rd,50,13,7,Fog,0
2024-01-02 11:15:00,Maple Dr,42,13,2,Cloudy,0
2024-01-02 11:30:00,5th Blvd,48,19,5,Clear,0
2024-01-02 11:45:00,Oak Rd,53,16,4,Cloudy,0
2024-01-02 12:00:00,Main St,47,13,3,Clear,0
2024-01-02 12:15:00,Elm Ave,50,16,0,Clear,0
2024-01-02 12:30:00,Elm Ave,53,17,2,Cloudy,0
2024-01-02 12:45:00,Elm Ave,37,20,4,Snow,0
2024-01-02 13:00:00,Oak Rd,64,15,6,Cloudy,0
2024-01-02 13:15:00,5th Blvd,48,9,5,Snow,0
2024-01-02 13:30:00,5th Blvd,49,18,5,Clear,0
2024-01-02 13:45:00,Elm Ave,64,17,3,Rain,0
2024-01-02 14:00:00,Cedar Ln,43,14,5,Snow,0
2024-01-02 14:15:00,Cedar Ln,39,14,5,Cloudy,0
2024-01-02 14:30:00,5th Blvd,39,17,8,Clear,0
2024-01-02 14:45:00,5th Blvd,37,9,4,Clear,0
2024-01-02 15:00:00,Cedar Ln,58,15,4,Rain,0
2024-01-02 15:15:00,Elm Ave,57,10,4,Rain,0
2024-01-02 15:30:00,2nd Ave,40,17,7,Snow,0
2024-01-02 15:45:00,Cedar Ln,53,17,8,Fog,0
2024-01-02 16:00:00,Maple Dr,55,13,10,Rain,0
2024-01-02 16:15:00,Cedar Ln,45,18,6,Rain,0
2024-01-02 16:30:00,Cedar Ln,55,16,3,Snow,0
2024-01-02 16:45:00,Main St,47,12,5,Cloudy,0
2024-01-02 17:00:00,Maple Dr,47,17,4,Snow,0
2024-01-02 17:15:00,Main St,59,19,2,Clear,0
2024-01-02 17:30:00,Main St,55,18,4,Clear,0
2024-01-02 17:45:00,Cedar Ln,50,17,2,Rain,0
2024-01-02 18:00:00,Cedar Ln,46,23,6,Cloudy,0
2024-01-02 18:15:00,Main St,48,17,6,Snow,0
2024-01-02 18:30:00,2nd Ave,61,11,4,Cloudy,0
2024-01-02 18:45:00,Oak Rd,66,19,3,Cloudy,0
2024-01-02 19:00:00,5th Blvd,53,18,6,Cloudy,0
2024-01-02 19:15:00,Elm Ave,45,16,7,Fog,0
2024-01-02 19:30:00,Elm Ave,54,19,8,Cloudy,0
2024-01-02 19:45:00,Main St,39,17,2,Rain,0
2024-01-02 20:00:00,Oak Rd,35,8,4,Cloudy,0
2024-01-02 20:15:00,5th Blvd,49,19,1,Cloudy,0
2024-01-02 20:30:00,Cedar Ln,47,22,3,Snow,0
2024-01-02 20:45:00,Elm Ave,41,16,5,Fog,0
2024-01-02 21:00:00,Maple Dr,52,12,5,Rain,0
2024-01-02 21:15:00,2nd Ave,38,15,6,Cloudy,0
2024-01-02 21:30:00,Pine St,54,18,4,Clear,0
2024-01-02 21:45:00,Elm Ave,47,19,5,Snow,0
2024-01-02 22:00:00,Oak Rd,47,17,5,Cloudy,0
2024-01-02 22:15:00,Main St,56,12,7,Clear,0
2024-01-02 22:30:00,Pine St,48,10,2,Rain,0
2024-01-02 22:45:00,Elm Ave,40,19,6,Rain,0
2024-01-02 23:00:00,5th Blvd,35,12,4,Snow,0
2024-01-02 23:15:00,Maple Dr,40,14,4,Rain,0
2024-01-02 23:30:00,Cedar Ln,55,18,3,Snow,0
2024-01-02 23:45:00,Maple Dr,69,19,4,Cloudy,0
2024-01-03 00:00:00,Maple Dr,45,19,11,Snow,0
2024-01-03 00:15:00,2nd Ave,37,15,3,Clear,0
2024-01-03 00:30:00,2nd Ave,53,23,2,Clear,0
2024-01-03 00:45:00,Pine St,49,22,5,Rain,0
2024-01-03 01:00:00,Maple Dr,52,16,2,Snow,0
2024-01-03 01:15:00,Elm Ave,33,18,5,Rain,0
2024-01-03 01:30:00,Maple Dr,49,16,9,Snow,0
2024-01-03 01:45:00,Pine St,45,10,7,Clear,0
2024-01-03 02:00:00,2nd Ave,49,12,6,Snow,0
2024-01-03 02:15:00,Main St,52,15,11,Cloudy,0
2024-01-03 02:30:00,Main St,54,12,2,Clear,0
2024-01-03 02:45:00,Pine St,46,10,7,Cloudy,0
2024-01-03 03:00:00,Cedar Ln,54,11,6,Rain,0
2024-01-03 03:15:00,Pine St,61,14,5,Cloudy,0
2024-01-03 03:30:00,2nd Ave,52,9,4,Cloudy,0
2024-01-03 03:45:00,Main St,63,19,7,Clear,0
2024-01-03 04:00:00,Oak Rd,33,10,5,Cloudy,0
2024-01-03 04:15:00,Maple Dr,47,16,4,Snow,0
2024-01-03 04:30:00,Oak Rd,52,16,3,Clear,0
2024-01-03 04:45:00,Main St,58,18,7,Rain,0
2024-01-03 05:00:00,Maple Dr,48,13,9,Snow,0
2024-01-03 05:15:00,2nd Ave,58,14,2,Fog,0
2024-01-03 05:30:00,Elm Ave,49,16,7,Fog,0
2024-01-03 05:45:00,5th Blvd,67,17,3,Fog,0
2024-01-03 06:00:00,2nd Ave,44,13,6,Rain,0
2024-01-03 06:15:00,Elm Ave,52,20,6,Snow,0
2024-01-03 06:30:00,Elm Ave,40,21,3,Snow,0
2024-01-03 06:45:00,Main St,50,15,11,Clear,0
2024-01-03 07:00:00,Oak Rd,50,21,6,Snow,0
2024-01-03 07:15:00,Maple Dr,51,12,6,Cloudy,0
2024-01-03 07:30:00,2nd Ave,60,16,4,Rain,0
2024-01-03 07:45:00,2nd Ave,41,11,4,Fog,0
2024-01-03 08:00:00,Oak Rd,56,17,5,Snow,0
2024-01-03 08:15:00,Main St,54,24,4,Rain,0
2024-01-03 08:30:00,Cedar Ln,41,9,7,Clear,0
2024-01-03 08:45:00,Maple Dr,47,20,6,Clear,0
2024-01-03 09:00:00,Maple Dr,48,13,11,Cloudy,0
2024-01-03 09:15:00,Main St,61,13,1,Snow,0
2024-01-03 09:30:00,Elm Ave,50,15,4,Cloudy,0
2024-01-03 09:45:00,Elm Ave,48,19,8,Snow,0
2024-01-03 10:00:00,Pine St,50,23,1,Fog,0
2024-01-03 10:15:00,2nd Ave,50,11,3,Cloudy,0
2024-01-03 10:30:00,Oak Rd,53,14,17,Snow,0
2024-01-03 10:45:00,Main St,37,15,5,Clear,0
2024-01-03 11:00:00,Maple Dr,41,14,5,Clear,0
2024-01-03 11:15:00,5th Blvd,41,11,10,Cloudy,0
2024-01-03 11:30:00,Oak Rd,43,13,5,Clear,0
2024-01-03 11:45:00,Elm Ave,61,9,6,Rain,0
2024-01-03 12:00:00,5th Blvd,53,12,2,Clear,0
2024-01-03 12:15:00,Pine St,43,14,3,Snow,0
2024-01-03 12:30:00,Maple Dr,42,22,3,Clear,0
2024-01-03 12:45:00,Main St,42,17,10,Clear,0
2024-01-03 13:00:00,5th Blvd,40,15,5,Cloudy,0
2024-01-03 13:15:00,2nd Ave,43,11,6,Snow,0
2024-01-03 13:30:00,5th Blvd,50,19,5,Snow,0
2024-01-03 13:45:00,Main St,53,16,1,Clear,0
2024-01-03 14:00:00,Pine St,36,13,2,Cloudy,0
2024-01-03 14:15:00,Main St,57,20,6,Fog,0
2024-01-03 14:30:00,Elm Ave,43,8,10,Fog,0
2024-01-03 14:45:00,Oak Rd,47,14,5,Clear,0
2024-01-03 15:00:00,Elm Ave,52,16,6,Snow,0
2024-01-03 15:15:00,Maple Dr,49,13,3,Fog,0
2024-01-03 15:30:00,Cedar Ln,31,9,3,Rain,0
2024-01-03 15:45:00,Elm Ave,50,15,2,Snow,0
2024-01-03 16:00:00,Elm Ave,40,14,2,Cloudy,0
2024-01-03 16:15:00,Pine St,51,12,3,Fog,0
2024-01-03 16:30:00,Pine St,45,13,8,Rain,0
2024-01-03 16:45:00,Pine St,43,16,9,Clear,0
2024-01-03 17:00:00,Cedar Ln,52,14,3,Cloudy,0
2024-01-03 17:15:00,5th Blvd,56,11,4,Rain,0
2024-01-03 17:30:00,Oak Rd,38,15,8,Snow,0
2024-01-03 17:45:00,Maple Dr,52,15,6,Cloudy,0
2024-01-03 18:00:00,Cedar Ln,49,16,7,Cloudy,0
2024-01-03 18:15:00,Pine St,45,15,6,Rain,0
2024-01-03 18:30:00,Pine St,53,21,4,Fog,0
2024-01-03 18:45:00,Oak Rd,52,14,3,Rain,0
2024-01-03 19:00:00,2nd Ave,39,17,6,Rain,0
2024-01-03 19:15:00,Elm Ave,44,15,6,Fog,0
2024-01-03 19:30:00,Oak Rd,43,17,6,Clear,0
2024-01-03 19:45:00,Pine St,38,11,5,Clear,0
2024-01-03 20:00:00,Elm Ave,40,13,7,Clear,0
2024-01-03 20:15:00,Cedar Ln,57,13,4,Rain,0
2024-01-03 20:30:00,Elm Ave,42,10,8,Snow,0
2024-01-03 20:45:00,Main St,63,15,1,Rain,0
2024-01-03 21:00:00,Elm Ave,51,23,8,Rain,0
2024-01-03 21:15:00,Pine St,56,14,8,Cloudy,0
2024-01-03 21:30:00,Cedar Ln,46,14,8,Snow,0
2024-01-03 21:45:00,Main St,50,13,3,Rain,0
2024-01-03 22:00:00,Elm Ave,40,11,5,Snow,0
2024-01-03 22:15:00,2nd Ave,45,6,3,Clear,0
2024-01-03 22:30:00,Elm Ave,42,12,3,Clear,0
2024-01-03 22:45:00,Main St,51,13,11,Fog,0
2024-01-03 23:00:00,Pine St,46,18,4,Snow,0
2024-01-03 23:15:00,Cedar Ln,46,16,5,Snow,0
2024-01-03 23:30:00,Maple Dr,45,12,4,Clear,0
2024-01-03 23:45:00,Maple Dr,56,11,5,Cloudy,0
2024-01-04 00:00:00,Pine St,49,16,8,Snow,0
2024-01-04 00:15:00,5th Blvd,47,9,3,Clear,0
2024-01-04 00:30:00,Pine St,40,14,7,Rain,0
2024-01-04 00:45:00,2nd Ave,64,15,3,Cloudy,0
2024-01-04 01:00:00,Cedar Ln,51,13,2,Cloudy,0
2024-01-04 01:15:00,Maple Dr,41,15,5,Rain,0
2024-01-04 01:30:00,Maple Dr,43,12,3,Clear,0
2024-01-04 01:45:00,Main St,42,15,8,Cloudy,0
2024-01-04 02:00:00,Cedar Ln,53,18,4,Fog,0
2024-01-04 02:15:00,Main St,47,20,4,Snow,0
2024-01-04 02:30:00,Maple Dr,48,11,8,Clear,0
2024-01-04 02:45:00,5th Blvd,49,14,2,Fog,0
2024-01-04 03:00:00,Maple Dr,49,12,8,Rain,0
2024-01-04 03:15:00,Elm Ave,55,12,9,Rain,0
2024-01-04 03:30:00,2nd Ave,44,17,3,Cloudy,0
2024-01-04 03:45:00,Main St,47,17,6,Rain,0
2024-01-04 04:00:00,Elm Ave,61,19,5,Snow,0
2024-01-04 04:15:00,Cedar Ln,53,17,7,Snow,0
2024-01-04 04:30:00,Oak Rd,41,18,4,Clear,0
2024-01-04 04:45:00,Pine St,52,16,3,Fog,0
2024-01-04 05:00:00,Cedar Ln,60,14,5,Fog,0
2024-01-04 05:15:00,2nd Ave,41,16,6,Clear,0
2024-01-04 05:30:00,Pine St,44,14,5,Rain,0
2024-01-04 05:45:00,2nd Ave,47,14,4,Snow,0
2024-01-04 06:00:00,Main St,40,15,4,Cloudy,1
2024-01-04 06:15:00,Oak Rd,41,15,6,Fog,0
2024-01-04 06:30:00,5th Blvd,57,15,1,Clear,0
2024-01-04 06:45:00,Cedar Ln,44,22,3,Rain,0
2024-01-04 07:00:00,Cedar Ln,55,25,8,Snow,0
2024-01-04 07:15:00,2nd Ave,54,15,3,Snow,0
2024-01-04 07:30:00,5th Blvd,44,15,4,Cloudy,0
2024-01-04 07:45:00,Main St,43,19,4,Fog,0
2024-01-04 08:00:00,Maple Dr,52,15,7,Clear,0
2024-01-04 08:15:00,Cedar Ln,49,12,12,Cloudy,0
2024-01-04 08:30:00,Pine St,42,10,2,Cloudy,0
2024-01-04 08:45:00,Elm Ave,50,17,6,Rain,0
2024-01-04 09:00:00,Oak Rd,63,16,8,Snow,0
2024-01-04 09:15:00,Pine St,54,14,2,Rain,0
2024-01-04 09:30:00,Main St,52,18,2,Clear,0
2024-01-04 09:45:00,Pine St,48,11,6,Snow,0
2024-01-04 10:00:00,Elm Ave,49,12,1,Clear,0
2024-01-04 10:15:00,Oak Rd,59,12,5,Cloudy,0
2024-01-04 10:30:00,Maple Dr,52,11,5,Clear,0
2024-01-04 10:45:00,5th Blvd,35,12,4,Rain,0
2024-01-04 11:00:00,Pine St,57,15,3,Rain,0
2024-01-04 11:15:00,Oak Rd,46,18,4,Fog,0
2024-01-04 11:30:00,5th Blvd,51,17,6,Snow,0
2024-01-04 11:45:00,2nd Ave,47,16,7,Cloudy,0
2024-01-04 12:00:00,Cedar Ln,55,17,3,Clear,0
2024-01-04 12:15:00,Main St,44,12,6,Rain,0
2024-01-04 12:30:00,Pine St,41,14,4,Cloudy,0
2024-01-04 12:45:00,Main St,50,13,5,Clear,0
2024-01-04 13:00:00,2nd Ave,62,12,8,Cloudy,0
2024-01-04 13:15:00,Main St,52,18,8,Rain,0
2024-01-04 13:30:00,Pine St,41,17,10,Snow,0
2024-01-04 13:45:00,2nd Ave,50,16,8,Cloudy,0
2024-01-04 14:00:00,Elm Ave,37,15,7,Snow,0
2024-01-04 14:15:00,Main St,43,13,4,Snow,0
2024-01-04 14:30:00,Pine St,51,7,2,Fog,0
2024-01-04 14:45:00,Cedar Ln,56,13,5,Fog,0
2024-01-04 15:00:00,5th Blvd,50,20,10,Rain,0
2024-01-04 15:15:00,Oak Rd,48,16,6,Fog,0
2024-01-04 15:30:00,Oak Rd,42,15,7,Fog,0
2024-01-04 15:45:00,Maple Dr,47,13,3,Clear,0
2024-01-04 16:00:00,Maple Dr,53,15,10,Snow,1
2024-01-04 16:15:00,Maple Dr,55,17,6,Snow,0
2024-01-04 16:30:00,5th Blvd,44,14,3,Fog,0
2024-01-04 16:45:00,Cedar Ln,57,17,7,Snow,0
2024-01-04 17:00:00,Elm Ave,53,17,3,Cloudy,0
2024-01-04 17:15:00,5th Blvd,39,12,7,Clear,0
2024-01-04 17:30:00,2nd Ave,58,20,6,Rain,0
2024-01-04 17:45:00,Main St,54,20,2,Rain,0
2024-01-04 18:00:00,Maple Dr,45,21,7,Clear,0
2024-01-04 18:15:00,Cedar Ln,43,15,4,Rain,0
2024-01-04 18:30:00,2nd Ave,43,13,0,Rain,0
2024-01-04 18:45:00,Maple Dr,48,19,4,Snow,0
2024-01-04 19:00:00,Main St,57,15,6,Clear,0
2024-01-04 19:15:00,Oak Rd,45,9,9,Fog,0
2024-01-04 19:30:00,2nd Ave,52,16,2,Rain,0
2024-01-04 19:45:00,Maple Dr,53,12,8,Rain,0
2024-01-04 20:00:00,Pine St,51,9,2,Rain,1
2024-01-04 20:15:00,Cedar Ln,56,7,8,Fog,0
2024-01-04 20:30:00,Oak Rd,59,16,6,Fog,0
2024-01-04 20:45:00,Maple Dr,60,18,5,Cloudy,0
2024-01-04 21:00:00,Maple Dr,48,10,5,Clear,0
2024-01-04 21:15:00,Elm Ave,45,18,2,Cloudy,0
2024-01-04 21:30:00,Elm Ave,53,12,7,Cloudy,0
2024-01-04 21:45:00,Main St,41,18,3,Snow,0
2024-01-04 22:00:00,Main St,42,10,6,Clear,0
2024-01-04 22:15:00,Pine St,40,10,4,Cloudy,0
2024-01-04 22:30:00,Oak Rd,45,16,2,Rain,0
2024-01-04 22:45:00,Maple Dr,53,10,3,Rain,0
2024-01-04 23:00:00,Pine St,43,8,5,Fog,1
2024-01-04 23:15:00,Main St,59,15,9,Snow,0
2024-01-04 23:30:00,Oak Rd,52,16,5,Clear,0
2024-01-04 23:45:00,Cedar Ln,48,10,6,Rain,0
2024-01-05 00:00:00,Main St,50,17,7,Snow,0
2024-01-05 00:15:00,Elm Ave,42,16,4,Clear,0
2024-01-05 00:30:00,Maple Dr,38,18,10,Clear,0
2024-01-05 00:45:00,Cedar Ln,44,13,5,Fog,0
2024-01-05 01:00:00,Elm Ave,45,16,10,Clear,0
2024-01-05 01:15:00,Maple Dr,55,16,7,Fog,0
2024-01-05 01:30:00,Pine St,51,12,2,Clear,0
2024-01-05 01:45:00,Elm Ave,53,12,3,Cloudy,0
2024-01-05 02:00:00,Elm Ave,55,11,5,Clear,0
2024-01-05 02:15:00,5th Blvd,52,10,2,Rain,0
2024-01-05 02:30:00,Maple Dr,50,11,1,Snow,0
2024-01-05 02:45:00,Pine St,46,15,3,Rain,0
2024-01-05 03:00:00,Oak Rd,40,16,7,Cloudy,0
2024-01-05 03:15:00,Pine St,55,9,8,Cloudy,0
2024-01-05 03:30:00,Main St,54,14,9,Cloudy,0
2024-01-05 03:45:00,Main St,44,14,4,Cloudy,0
2024-01-05 04:00:00,Elm Ave,57,12,0,Clear,0
2024-01-05 04:15:00,Maple Dr,45,13,5,Snow,0
2024-01-05 04:30:00,Pine St,47,12,2,Clear,0
2024-01-05 04:45:00,Pine St,62,19,7,Rain,0
2024-01-05 05:00:00,5th Blvd,66,21,4,Clear,0
2024-01-05 05:15:00,Main St,43,8,2,Cloudy,0
2024-01-05 05:30:00,Elm Ave,59,15,3,Snow,0
2024-01-05 05:45:00,Maple Dr,57,16,5,Clear,0
2024-01-05 06:00:00,Cedar Ln,54,17,5,Rain,0
2024-01-05 06:15:00,Main St,44,13,4,Fog,0
2024-01-05 06:30:00,Maple Dr,65,18,6,Clear,0
2024-01-05 06:45:00,Pine St,42,15,8,Clear,0
2024-01-05 07:00:00,Cedar Ln,62,21,5,Clear,0
2024-01-05 07:15:00,Elm Ave,54,6,7,Cloudy,0
2024-01-05 07:30:00,Maple Dr,65,9,1,Rain,0
2024-01-05 07:45:00,Maple Dr,46,15,5,Fog,0
2024-01-05 08:00:00,Maple Dr,44,11,2,Rain,1
2024-01-05 08:15:00,Oak Rd,37,13,4,Clear,0
2024-01-05 08:30:00,Maple Dr,47,21,5,Fog,0
2024-01-05 08:45:00,Pine St,36,17,4,Snow,0
2024-01-05 09:00:00,Main St,51,7,5,Rain,0
2024-01-05 09:15:00,Maple Dr,46,21,4,Clear,0
2024-01-05 09:30:00,Elm Ave,60,8,5,Cloudy,0
2024-01-05 09:45:00,Maple Dr,44,17,8,Clear,0
2024-01-05 10:00:00,Elm Ave,59,12,3,Snow,0
2024-01-05 10:15:00,Main St,59,14,5,Cloudy,0
2024-01-05 10:30:00,Cedar Ln,64,9,9,Fog,0
2024-01-05 10:45:00,Cedar Ln,56,15,8,Clear,0
2024-01-05 11:00:00,Maple Dr,50,19,8,Snow,0
2024-01-05 11:15:00,2nd Ave,56,11,2,Fog,0
2024-01-05 11:30:00,Main St,48,17,10,Clear,0
2024-01-05 11:45:00,Maple Dr,44,15,1,Clear,0
2024-01-05 12:00:00,Main St,47,8,0,Clear,0
2024-01-05 12:15:00,5th Blvd,46,7,5,Snow,0
2024-01-05 12:30:00,Cedar Ln,32,13,1,Cloudy,0
2024-01-05 12:45:00,5th Blvd,48,15,6,Rain,0
2024-01-05 13:00:00,Elm Ave,56,15,6,Snow,0
2024-01-05 13:15:00,5th Blvd,48,24,1,Fog,0
